isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS
0,begin,had,have,7,VBD,PRP,JJ,VBN,TO
0,begin,come,come,8,VBN,VBD,PRP,TO,DT
0,begin,to,to,9,TO,VBN,VBD,DT,JJ
0,begin,the,the,10,DT,TO,VBN,JJ,NN
0,begin,wrong,wrong,11,JJ,DT,TO,NN,","
0,begin,planet,planet,12,NN,JJ,DT,",",WRB
0,begin,",",",",13,",",NN,JJ,WRB,DT
0,begin,when,when,14,WRB,",",NN,DT,NN
0,begin,a,a,15,DT,WRB,",",NN,IN
0,begin,coil,coil,16,NN,DT,WRB,IN,NN
0,begin,of,of,17,IN,NN,DT,NN,","
0,begin,gold,gold,18,NN,IN,NN,",",DT
0,begin,",",",",19,",",NN,IN,DT,NN
0,begin,the,the,20,DT,",",NN,NN,IN
0,begin,color,color,21,NN,DT,",",IN,DT
0,begin,of,of,22,IN,NN,DT,DT,NN
0,begin,the,the,23,DT,IN,NN,NN,","
0,begin,moonlight,moonlight,24,NN,DT,IN,",",VBN
0,begin,",",",",25,",",NN,DT,VBN,IN
0,begin,flashed,flash,26,VBN,",",NN,IN,DT
0,begin,across,across,27,IN,VBN,",",DT,NN
0,begin,the,the,28,DT,IN,VBN,NN,.
0,begin,sand,sand,29,NN,DT,IN,.,XXXX
0,begin,.,.,30,.,NN,DT,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,evening,even,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,VBD
0,say,``,``,4,``,",",NN,VBD,DT
1,say,said,say,5,VBD,``,",",DT,JJ
0,say,the,the,6,DT,VBD,``,JJ,NN
0,say,little,little,7,JJ,DT,VBD,NN,RB
0,say,prince,prince,8,NN,JJ,DT,RB,.
0,say,courteously,courteously,9,RB,NN,JJ,.,XXXX
0,say,.,.,10,.,RB,NN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,evening,even,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,VBD
0,say,``,``,4,``,",",NN,VBD,DT
1,say,said,say,5,VBD,``,",",DT,NN
0,say,the,the,6,DT,VBD,``,NN,.
0,say,snake,snake,7,NN,DT,VBD,.,XXXX
0,say,.,.,8,.,NN,DT,XXXX,XXXX
0,ask,``,``,0,``,XXXX,XXXX,WP,NN
0,ask,What,what,1,WP,``,XXXX,NN,VBZ
0,ask,planet,planet,2,NN,WP,``,VBZ,DT
0,ask,is,be,3,VBZ,NN,WP,DT,IN
0,ask,this,this,4,DT,VBZ,NN,IN,WDT
0,ask,on,on,5,IN,DT,VBZ,WDT,PRP
0,ask,which,which,6,WDT,IN,DT,PRP,VBP
0,ask,I,i,7,PRP,WDT,IN,VBP,VBN
0,ask,have,have,8,VBP,PRP,WDT,VBN,RP
0,ask,come,come,9,VBN,VBP,PRP,RP,.
0,ask,down,down,10,RP,VBN,VBP,.,``
0,ask,?,?,11,.,RP,VBN,``,VBD
0,ask,``,``,12,``,.,RP,VBD,DT
1,ask,asked,ask,13,VBD,``,.,DT,JJ
0,ask,the,the,14,DT,VBD,``,JJ,NN
0,ask,little,little,15,JJ,DT,VBD,NN,.
0,ask,prince,prince,16,NN,JJ,DT,.,XXXX
0,ask,.,.,17,.,NN,JJ,XXXX,XXXX
0,answer,``,``,0,``,XXXX,XXXX,DT,VBZ
0,answer,This,this,1,DT,``,XXXX,VBZ,DT
0,answer,is,be,2,VBZ,DT,``,DT,NN
0,answer,the,the,3,DT,VBZ,DT,NN,:
0,answer,Earth,earth,4,NN,DT,VBZ,:,DT
0,answer,;,;,5,:,NN,DT,DT,VBZ
0,answer,this,this,6,DT,:,NN,VBZ,NNP
0,answer,is,be,7,VBZ,DT,:,NNP,","
0,answer,Africa,africa,8,NNP,VBZ,DT,",",``
0,answer,",",",",9,",",NNP,VBZ,``,DT
0,answer,``,``,10,``,",",NNP,DT,NN
0,answer,the,the,11,DT,``,",",NN,VBD
0,answer,snake,snake,12,NN,DT,``,VBD,.
1,answer,answered,answer,13,VBD,NN,DT,.,XXXX
0,answer,.,.,14,.,VBD,NN,XXXX,XXXX
0,ah,``,``,0,``,XXXX,XXXX,NN,.
1,ah,Ah,ah,1,NN,``,XXXX,.,XXXX
0,ah,!,!,2,.,NN,``,XXXX,XXXX
0,person,Then,then,0,RB,XXXX,XXXX,EX,VBP
0,person,there,there,1,EX,RB,XXXX,VBP,DT
0,person,are,be,2,VBP,EX,RB,DT,NNS
0,person,no,no,3,DT,VBP,EX,NNS,IN
0,person,people,people,4,NNS,DT,VBP,IN,DT
0,person,on,on,5,IN,NNS,DT,DT,NNP
0,person,the,the,6,DT,IN,NNS,NNP,.
0,person,Earth,earth,7,NNP,DT,IN,.,``
0,person,?,?,8,.,NNP,DT,``,XXXX
0,person,``,``,9,``,.,NNP,XXXX,XXXX
0,desert,``,``,0,``,XXXX,XXXX,DT,VBZ
0,desert,This,this,1,DT,``,XXXX,VBZ,DT
0,desert,is,be,2,VBZ,DT,``,DT,NN
0,desert,the,the,3,DT,VBZ,DT,NN,.
1,desert,desert,desert,4,NN,DT,VBZ,.,XXXX
0,desert,.,.,5,.,NN,DT,XXXX,XXXX
0,person,There,there,0,EX,XXXX,XXXX,VBP,DT
0,person,are,be,1,VBP,EX,XXXX,DT,NNS
0,person,no,no,2,DT,VBP,EX,NNS,IN
0,person,people,people,3,NNS,DT,VBP,IN,DT
0,person,in,in,4,IN,NNS,DT,DT,NN
0,person,the,the,5,DT,IN,NNS,NN,.
0,person,desert,desert,6,NN,DT,IN,.,XXXX
0,person,.,.,7,.,NN,DT,XXXX,XXXX
0,say,The,the,0,DT,XXXX,XXXX,NNP,VBZ
0,say,Earth,earth,1,NNP,DT,XXXX,VBZ,JJ
0,say,is,be,2,VBZ,NNP,DT,JJ,","
0,say,large,large,3,JJ,VBZ,NNP,",",``
0,say,",",",",4,",",JJ,VBZ,``,VBD
0,say,``,``,5,``,",",JJ,VBD,DT
1,say,said,say,6,VBD,``,",",DT,NN
0,say,the,the,7,DT,VBD,``,NN,.
0,say,snake,snake,8,NN,DT,VBD,.,XXXX
0,say,.,.,9,.,NN,DT,XXXX,XXXX
0,and,The,the,0,DT,XXXX,XXXX,JJ,NN
0,and,little,little,1,JJ,DT,XXXX,NN,VBD
0,and,prince,prince,2,NN,JJ,DT,VBD,RB
0,and,sat,sat,3,VBD,NN,JJ,RB,IN
0,and,down,down,4,RB,VBD,NN,IN,DT
0,and,on,on,5,IN,RB,VBD,DT,NN
0,and,a,a,6,DT,IN,RB,NN,","
0,and,stone,stone,7,NN,DT,IN,",",CC
0,and,",",",",8,",",NN,DT,CC,VBD
1,and,and,and,9,CC,",",NN,VBD,PRP$
0,and,raised,raise,10,VBD,CC,",",PRP$,NNS
0,and,his,his,11,PRP$,VBD,CC,NNS,IN
0,and,eyes,eye,12,NNS,PRP$,VBD,IN,DT
0,and,toward,toward,13,IN,NNS,PRP$,DT,NN
0,and,the,the,14,DT,IN,NNS,NN,.
0,and,sky,sky,15,NN,DT,IN,.,XXXX
0,and,.,.,16,.,NN,DT,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBP
0,say,I,i,1,PRP,``,XXXX,VBP,","
0,say,wonder,wonder,2,VBP,PRP,``,",",``
0,say,",",",",3,",",VBP,PRP,``,PRP
0,say,``,``,4,``,",",VBP,PRP,VBD
0,say,he,he,5,PRP,``,",",VBD,","
1,say,said,say,6,VBD,PRP,``,",",``
0,say,",",",",7,",",VBD,PRP,``,IN
0,say,``,``,8,``,",",VBD,IN,DT
0,say,whether,whether,9,IN,``,",",DT,NNS
0,say,the,the,10,DT,IN,``,NNS,VBP
0,say,stars,star,11,NNS,DT,IN,VBP,VBN
0,say,are,be,12,VBP,NNS,DT,VBN,RB
0,say,set,set,13,VBN,VBP,NNS,RB,IN
0,say,alight,alight,14,RB,VBN,VBP,IN,NN
0,say,in,in,15,IN,RB,VBN,NN,IN
0,say,heaven,heaven,16,NN,IN,RB,IN,DT
0,say,so,so,17,IN,NN,IN,DT,CD
0,say,that,that,18,DT,IN,NN,CD,NN
0,say,one,one,19,CD,DT,IN,NN,DT
0,say,day,day,20,NN,CD,DT,DT,CD
0,say,each,each,21,DT,NN,CD,CD,IN
0,say,one,one,22,CD,DT,NN,IN,PRP
0,say,of,of,23,IN,CD,DT,PRP,MD
0,say,us,u,24,PRP,IN,CD,MD,VB
0,say,may,may,25,MD,PRP,IN,VB,PRP$
0,say,find,find,26,VB,MD,PRP,PRP$,JJ
0,say,his,his,27,PRP$,VB,MD,JJ,RB
0,say,own,own,28,JJ,PRP$,VB,RB,:
0,say,again,again,29,RB,JJ,PRP$,:,XXXX
0,say,...,...,30,:,RB,JJ,XXXX,XXXX
1,look,Look,look,0,NN,XXXX,XXXX,IN,PRP$
0,look,at,at,1,IN,NN,XXXX,PRP$,NN
0,look,my,my,2,PRP$,IN,NN,NN,.
0,look,planet,planet,3,NN,PRP$,IN,.,XXXX
0,look,.,.,4,.,NN,PRP$,XXXX,XXXX
0,belocatedat,It,it,0,PRP,XXXX,XXXX,VBZ,JJ
0,belocatedat,is,be,1,VBZ,PRP,XXXX,JJ,RB
0,belocatedat,right,right,2,JJ,VBZ,PRP,RB,IN
0,belocatedat,there,there,3,RB,JJ,VBZ,IN,PRP
0,belocatedat,above,above,4,IN,RB,JJ,PRP,.
0,belocatedat,us,u,5,PRP,IN,RB,.,XXXX
0,belocatedat,.,.,6,.,PRP,IN,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,WRB,RB
0,contrast,how,how,1,WRB,CC,XXXX,RB,RB
0,contrast,far,far,2,RB,WRB,CC,RB,PRP
0,contrast,away,away,3,RB,RB,WRB,PRP,VBZ
0,contrast,it,it,4,PRP,RB,RB,VBZ,.
0,contrast,is,be,5,VBZ,PRP,RB,.,``
0,contrast,!,!,6,.,VBZ,PRP,``,XXXX
0,contrast,``,``,7,``,.,VBZ,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBZ
0,say,It,it,1,PRP,``,XXXX,VBZ,JJ
0,say,is,be,2,VBZ,PRP,``,JJ,","
0,say,beautiful,beautiful,3,JJ,VBZ,PRP,",",``
0,say,",",",",4,",",JJ,VBZ,``,DT
0,say,``,``,5,``,",",JJ,DT,NN
0,say,the,the,6,DT,``,",",NN,VBD
0,say,snake,snake,7,NN,DT,``,VBD,.
1,say,said,say,8,VBD,NN,DT,.,XXXX
0,say,.,.,9,.,VBD,NN,XXXX,XXXX
0,bring,``,``,0,``,XXXX,XXXX,WP,VBZ
0,bring,What,what,1,WP,``,XXXX,VBZ,VBN
0,bring,has,have,2,VBZ,WP,``,VBN,PRP
0,bring,brought,brought,3,VBN,VBZ,WP,PRP,RB
0,bring,you,you,4,PRP,VBN,VBZ,RB,.
0,bring,here,here,5,RB,PRP,VBN,.,``
0,bring,?,?,6,.,RB,PRP,``,XXXX
0,bring,``,``,7,``,.,RB,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBP
0,say,I,i,1,PRP,``,XXXX,VBP,VBN
0,say,have,have,2,VBP,PRP,``,VBN,VBG
0,say,been,be,3,VBN,VBP,PRP,VBG,DT
0,say,having,have,4,VBG,VBN,VBP,DT,NN
0,say,some,some,5,DT,VBG,VBN,NN,IN
0,say,trouble,trouble,6,NN,DT,VBG,IN,DT
0,say,with,with,7,IN,NN,DT,DT,NN
0,say,a,a,8,DT,IN,NN,NN,","
0,say,flower,flower,9,NN,DT,IN,",",``
0,say,",",",",10,",",NN,DT,``,VBD
0,say,``,``,11,``,",",NN,VBD,DT
1,say,said,say,12,VBD,``,",",DT,JJ
0,say,the,the,13,DT,VBD,``,JJ,NN
0,say,little,little,14,JJ,DT,VBD,NN,.
0,say,prince,prince,15,NN,JJ,DT,.,XXXX
0,say,.,.,16,.,NN,JJ,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,NN,.
0,say,Ah,ah,1,NN,``,XXXX,.,``
0,say,!,!,2,.,NN,``,``,VBD
0,say,``,``,3,``,.,NN,VBD,DT
1,say,said,say,4,VBD,``,.,DT,NN
0,say,the,the,5,DT,VBD,``,NN,.
0,say,snake,snake,6,NN,DT,VBD,.,XXXX
0,say,.,.,7,.,NN,DT,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,they,they,1,PRP,CC,XXXX,VBD,DT
0,and,were,be,2,VBD,PRP,CC,DT,JJ
0,and,both,both,3,DT,VBD,PRP,JJ,.
0,and,silent,silent,4,JJ,DT,VBD,.,XXXX
0,and,.,.,5,.,JJ,DT,XXXX,XXXX
0,and,``,``,0,``,XXXX,XXXX,WRB,VBP
0,and,Where,where,1,WRB,``,XXXX,VBP,DT
0,and,are,be,2,VBP,WRB,``,DT,NNS
0,and,the,the,3,DT,VBP,WRB,NNS,.
0,and,men,men,4,NNS,DT,VBP,.,``
0,and,?,?,5,.,NNS,DT,``,DT
0,and,``,``,6,``,.,NNS,DT,JJ
0,and,the,the,7,DT,``,.,JJ,NN
0,and,little,little,8,JJ,DT,``,NN,IN
0,and,prince,prince,9,NN,JJ,DT,IN,JJ
0,and,at,at,10,IN,NN,JJ,JJ,VBD
0,and,last,last,11,JJ,IN,NN,VBD,RP
0,and,took,take,12,VBD,JJ,IN,RP,DT
0,and,up,up,13,RP,VBD,JJ,DT,NN
0,and,the,the,14,DT,RP,VBD,NN,RB
0,and,conversation,conversation,15,NN,DT,RP,RB,.
0,and,again,again,16,RB,NN,DT,.,XXXX
0,and,.,.,17,.,RB,NN,XXXX,XXXX
0,lonely,``,``,0,``,XXXX,XXXX,PRP,VBZ
0,lonely,It,it,1,PRP,``,XXXX,VBZ,DT
0,lonely,is,be,2,VBZ,PRP,``,DT,JJ
0,lonely,a,a,3,DT,VBZ,PRP,JJ,RB
0,lonely,little,little,4,JJ,DT,VBZ,RB,IN
1,lonely,lonely,lonely,5,RB,JJ,DT,IN,DT
0,lonely,in,in,6,IN,RB,JJ,DT,NN
0,lonely,the,the,7,DT,IN,RB,NN,:
0,lonely,desert,desert,8,NN,DT,IN,:,``
0,lonely,...,...,9,:,NN,DT,``,XXXX
0,lonely,``,``,10,``,:,NN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBZ
0,say,It,it,1,PRP,``,XXXX,VBZ,RB
0,say,is,be,2,VBZ,PRP,``,RB,RB
0,say,also,also,3,RB,VBZ,PRP,RB,IN
0,say,lonely,lonely,4,RB,RB,VBZ,IN,NNS
0,say,among,among,5,IN,RB,RB,NNS,","
0,say,men,men,6,NNS,IN,RB,",",``
0,say,",",",",7,",",NNS,IN,``,DT
0,say,``,``,8,``,",",NNS,DT,NN
0,say,the,the,9,DT,``,",",NN,VBD
0,say,snake,snake,10,NN,DT,``,VBD,.
1,say,said,say,11,VBD,NN,DT,.,XXXX
0,say,.,.,12,.,VBD,NN,XXXX,XXXX
0,gaze,The,the,0,DT,XXXX,XXXX,JJ,NN
0,gaze,little,little,1,JJ,DT,XXXX,NN,VBN
0,gaze,prince,prince,2,NN,JJ,DT,VBN,IN
1,gaze,gazed,gaze,3,VBN,NN,JJ,IN,PRP
0,gaze,at,at,4,IN,VBN,NN,PRP,IN
0,gaze,him,him,5,PRP,IN,VBN,IN,DT
0,gaze,for,for,6,IN,PRP,IN,DT,JJ
0,gaze,a,a,7,DT,IN,PRP,JJ,NN
0,gaze,long,long,8,JJ,DT,IN,NN,.
0,gaze,time,time,9,NN,JJ,DT,.,XXXX
0,gaze,.,.,10,.,NN,JJ,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBP
0,say,You,you,1,PRP,``,XXXX,VBP,DT
0,say,are,be,2,VBP,PRP,``,DT,JJ
0,say,a,a,3,DT,VBP,PRP,JJ,NN
0,say,funny,funny,4,JJ,DT,VBP,NN,","
0,say,animal,animal,5,NN,JJ,DT,",",``
0,say,",",",",6,",",NN,JJ,``,PRP
0,say,``,``,7,``,",",NN,PRP,VBD
0,say,he,he,8,PRP,``,",",VBD,IN
1,say,said,say,9,VBD,PRP,``,IN,JJ
0,say,at,at,10,IN,VBD,PRP,JJ,.
0,say,last,last,11,JJ,IN,VBD,.,XXXX
0,say,.,.,12,.,JJ,IN,XXXX,XXXX
0,thick,``,``,0,``,XXXX,XXXX,PRP,VBP
0,thick,You,you,1,PRP,``,XXXX,VBP,DT
0,thick,are,be,2,VBP,PRP,``,DT,NN
0,thick,no,no,3,DT,VBP,PRP,NN,IN
0,thick,thicker,thicker,4,NN,DT,VBP,IN,DT
0,thick,than,than,5,IN,NN,DT,DT,NN
0,thick,a,a,6,DT,IN,NN,NN,:
0,thick,finger,finger,7,NN,DT,IN,:,``
0,thick,...,...,8,:,NN,DT,``,XXXX
0,thick,``,``,9,``,:,NN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,CC,PRP
0,say,But,but,1,CC,``,XXXX,PRP,VBP
0,say,I,i,2,PRP,CC,``,VBP,RBR
0,say,am,be,3,VBP,PRP,CC,RBR,JJ
0,say,more,more,4,RBR,VBP,PRP,JJ,IN
0,say,powerful,powerful,5,JJ,RBR,VBP,IN,DT
0,say,than,than,6,IN,JJ,RBR,DT,NN
0,say,the,the,7,DT,IN,JJ,NN,IN
0,say,finger,finger,8,NN,DT,IN,IN,DT
0,say,of,of,9,IN,NN,DT,DT,NN
0,say,a,a,10,DT,IN,NN,NN,","
0,say,king,king,11,NN,DT,IN,",",``
0,say,",",",",12,",",NN,DT,``,VBD
0,say,``,``,13,``,",",NN,VBD,DT
1,say,said,say,14,VBD,``,",",DT,NN
0,say,the,the,15,DT,VBD,``,NN,.
0,say,snake,snake,16,NN,DT,VBD,.,XXXX
0,say,.,.,17,.,NN,DT,XXXX,XXXX
0,smile,The,the,0,DT,XXXX,XXXX,JJ,NN
0,smile,little,little,1,JJ,DT,XXXX,NN,VBD
0,smile,prince,prince,2,NN,JJ,DT,VBD,.
1,smile,smiled,smile,3,VBD,NN,JJ,.,XXXX
0,smile,.,.,4,.,VBD,NN,XXXX,XXXX
0,powerful,``,``,0,``,XXXX,XXXX,PRP,VBP
0,powerful,You,you,1,PRP,``,XXXX,VBP,RB
0,powerful,are,be,2,VBP,PRP,``,RB,RB
0,powerful,not,not,3,RB,VBP,PRP,RB,JJ
0,powerful,very,very,4,RB,RB,VBP,JJ,.
1,powerful,powerful,powerful,5,JJ,RB,RB,.,XXXX
0,powerful,.,.,6,.,JJ,RB,XXXX,XXXX
0,have,You,you,0,PRP,XXXX,XXXX,VBP,RB
1,have,have,have,1,VBP,PRP,XXXX,RB,RB
0,have,n't,n't,2,RB,VBP,PRP,RB,DT
0,have,even,even,3,RB,RB,VBP,DT,NNS
0,have,any,any,4,DT,RB,RB,NNS,.
0,have,feet,foot,5,NNS,DT,RB,.,XXXX
0,have,.,.,6,.,NNS,DT,XXXX,XXXX
0,possible,You,you,0,PRP,XXXX,XXXX,MD,RB
0,possible,can,can,1,MD,PRP,XXXX,RB,RB
0,possible,not,not,2,RB,MD,PRP,RB,VBP
0,possible,even,even,3,RB,RB,MD,VBP,:
0,possible,travel,travel,4,VBP,RB,RB,:,``
0,possible,...,...,5,:,VBP,RB,``,XXXX
0,possible,``,``,6,``,:,VBP,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,MD
0,say,I,i,1,PRP,``,XXXX,MD,VB
0,say,can,can,2,MD,PRP,``,VB,PRP
0,say,carry,carry,3,VB,MD,PRP,PRP,JJR
0,say,you,you,4,PRP,VB,MD,JJR,IN
0,say,farther,farther,5,JJR,PRP,VB,IN,DT
0,say,than,than,6,IN,JJR,PRP,DT,NN
0,say,any,any,7,DT,IN,JJR,NN,MD
0,say,ship,ship,8,NN,DT,IN,MD,VB
0,say,could,could,9,MD,NN,DT,VB,PRP
0,say,take,take,10,VB,MD,NN,PRP,","
0,say,you,you,11,PRP,VB,MD,",",``
0,say,",",",",12,",",PRP,VB,``,VBD
0,say,``,``,13,``,",",PRP,VBD,DT
1,say,said,say,14,VBD,``,",",DT,NN
0,say,the,the,15,DT,VBD,``,NN,.
0,say,snake,snake,16,NN,DT,VBD,.,XXXX
0,say,.,.,17,.,NN,DT,XXXX,XXXX
0,twine,He,he,0,PRP,XXXX,XXXX,VBD,PRP
0,twine,twined,twin,1,VBD,PRP,XXXX,PRP,IN
0,twine,himself,himself,2,PRP,VBD,PRP,IN,DT
0,twine,around,around,3,IN,PRP,VBD,DT,JJ
0,twine,the,the,4,DT,IN,PRP,JJ,NN
0,twine,little,little,5,JJ,DT,IN,NN,POS
0,twine,prince,prince,6,NN,JJ,DT,POS,NN
0,twine,'s,'s,7,POS,NN,JJ,NN,","
0,twine,ankle,ankle,8,NN,POS,NN,",",IN
0,twine,",",",",9,",",NN,POS,IN,DT
0,twine,like,like,10,IN,",",NN,DT,JJ
0,twine,a,a,11,DT,IN,",",JJ,NN
0,twine,golden,golden,12,JJ,DT,IN,NN,.
0,twine,bracelet,bracelet,13,NN,JJ,DT,.,XXXX
0,twine,.,.,14,.,NN,JJ,XXXX,XXXX
0,speak,``,``,0,``,XXXX,XXXX,WRB,PRP
0,speak,Whomever,whomever,1,WRB,``,XXXX,PRP,VBP
0,speak,I,i,2,PRP,WRB,``,VBP,","
0,speak,touch,touch,3,VBP,PRP,WRB,",",PRP
0,speak,",",",",4,",",VBP,PRP,PRP,VBP
0,speak,I,i,5,PRP,",",VBP,VBP,RB
0,speak,send,send,6,VBP,PRP,",",RB,TO
0,speak,back,back,7,RB,VBP,PRP,TO,DT
0,speak,to,to,8,TO,RB,VBP,DT,NN
0,speak,the,the,9,DT,TO,RB,NN,IN
0,speak,earth,earth,10,NN,DT,TO,IN,NN
0,speak,from,from,11,IN,NN,DT,NN,PRP
0,speak,whence,whence,12,NN,IN,NN,PRP,VBD
0,speak,he,he,13,PRP,NN,IN,VBD,","
0,speak,came,come,14,VBD,PRP,NN,",",``
0,speak,",",",",15,",",VBD,PRP,``,DT
0,speak,``,``,16,``,",",VBD,DT,NN
0,speak,the,the,17,DT,``,",",NN,VBD
0,speak,snake,snake,18,NN,DT,``,VBD,RB
0,speak,spoke,spoke,19,VBD,NN,DT,RB,.
0,speak,again,again,20,RB,VBD,NN,.,XXXX
0,speak,.,.,21,.,RB,VBD,XXXX,XXXX
0,contrast,``,``,0,``,XXXX,XXXX,CC,PRP
0,contrast,But,but,1,CC,``,XXXX,PRP,VBP
0,contrast,you,you,2,PRP,CC,``,VBP,JJ
0,contrast,are,be,3,VBP,PRP,CC,JJ,CC
0,contrast,innocent,innocent,4,JJ,VBP,PRP,CC,JJ
0,contrast,and,and,5,CC,JJ,VBP,JJ,","
0,contrast,true,true,6,JJ,CC,JJ,",",CC
0,contrast,",",",",7,",",JJ,CC,CC,PRP
0,contrast,and,and,8,CC,",",JJ,PRP,VBP
0,contrast,you,you,9,PRP,CC,",",VBP,IN
0,contrast,come,come,10,VBP,PRP,CC,IN,DT
0,contrast,from,from,11,IN,VBP,PRP,DT,NN
0,contrast,a,a,12,DT,IN,VBP,NN,:
0,contrast,star,star,13,NN,DT,IN,:,``
0,contrast,...,...,14,:,NN,DT,``,XXXX
0,contrast,``,``,15,``,:,NN,XXXX,XXXX
0,reply,The,the,0,DT,XXXX,XXXX,JJ,NN
0,reply,little,little,1,JJ,DT,XXXX,NN,VBD
0,reply,prince,prince,2,NN,JJ,DT,VBD,DT
0,reply,made,make,3,VBD,NN,JJ,DT,NN
0,reply,no,no,4,DT,VBD,NN,NN,.
1,reply,reply,reply,5,NN,DT,VBD,.,XXXX
0,reply,.,.,6,.,NN,DT,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBP
0,say,You,you,1,PRP,``,XXXX,VBP,PRP
0,say,move,move,2,VBP,PRP,``,PRP,TO
0,say,me,me,3,PRP,VBP,PRP,TO,VB
0,say,to,to,4,TO,PRP,VBP,VB,:
0,say,pity,pity,5,VB,TO,PRP,:,:
0,say,-,-,6,:,VB,TO,:,PRP
0,say,-,-,7,:,:,VB,PRP,VBP
0,say,you,you,8,PRP,:,:,VBP,RB
0,say,are,be,9,VBP,PRP,:,RB,JJ
0,say,so,so,10,RB,VBP,PRP,JJ,IN
0,say,weak,weak,11,JJ,RB,VBP,IN,DT
0,say,on,on,12,IN,JJ,RB,DT,NNP
0,say,this,this,13,DT,IN,JJ,NNP,VBD
0,say,Earth,earth,14,NNP,DT,IN,VBD,IN
0,say,made,make,15,VBD,NNP,DT,IN,NN
0,say,of,of,16,IN,VBD,NNP,NN,","
0,say,granite,granite,17,NN,IN,VBD,",",``
0,say,",",",",18,",",NN,IN,``,DT
0,say,``,``,19,``,",",NN,DT,NN
0,say,the,the,20,DT,``,",",NN,VBD
0,say,snake,snake,21,NN,DT,``,VBD,.
1,say,said,say,22,VBD,NN,DT,.,XXXX
0,say,.,.,23,.,VBD,NN,XXXX,XXXX
0,possible,``,``,0,``,XXXX,XXXX,PRP,MD
0,possible,I,i,1,PRP,``,XXXX,MD,VB
0,possible,can,can,2,MD,PRP,``,VB,PRP
0,possible,help,help,3,VB,MD,PRP,PRP,","
0,possible,you,you,4,PRP,VB,MD,",",DT
0,possible,",",",",5,",",PRP,VB,DT,NN
0,possible,some,some,6,DT,",",PRP,NN,","
0,possible,day,day,7,NN,DT,",",",",IN
0,possible,",",",",8,",",NN,DT,IN,PRP
0,possible,if,if,9,IN,",",NN,PRP,VBP
0,possible,you,you,10,PRP,IN,",",VBP,RB
0,possible,grow,grow,11,VBP,PRP,IN,RB,JJ
0,possible,too,too,12,RB,VBP,PRP,JJ,IN
0,possible,homesick,homesick,13,JJ,RB,VBP,IN,PRP$
0,possible,for,for,14,IN,JJ,RB,PRP$,JJ
0,possible,your,your,15,PRP$,IN,JJ,JJ,NN
0,possible,own,own,16,JJ,PRP$,IN,NN,.
0,possible,planet,planet,17,NN,JJ,PRP$,.,XXXX
0,possible,.,.,18,.,NN,JJ,XXXX,XXXX
0,possible,I,i,0,PRP,XXXX,XXXX,MD,:
0,possible,can,can,1,MD,PRP,XXXX,:,:
0,possible,-,-,2,:,MD,PRP,:,``
0,possible,-,-,3,:,:,MD,``,XXXX
0,possible,``,``,4,``,:,:,XXXX,XXXX
0,oh,``,``,0,``,XXXX,XXXX,UH,.
1,oh,Oh,oh,1,UH,``,XXXX,.,XXXX
0,oh,!,!,2,.,UH,``,XXXX,XXXX
0,say,I,i,0,PRP,XXXX,XXXX,VBP,PRP
0,say,understand,understand,1,VBP,PRP,XXXX,PRP,RB
0,say,you,you,2,PRP,VBP,PRP,RB,RB
0,say,very,very,3,RB,PRP,VBP,RB,","
0,say,well,well,4,RB,RB,PRP,",",``
0,say,",",",",5,",",RB,RB,``,VBD
0,say,``,``,6,``,",",RB,VBD,DT
1,say,said,say,7,VBD,``,",",DT,JJ
0,say,the,the,8,DT,VBD,``,JJ,NN
0,say,little,little,9,JJ,DT,VBD,NN,.
0,say,prince,prince,10,NN,JJ,DT,.,XXXX
0,say,.,.,11,.,NN,JJ,XXXX,XXXX
0,contrast,``,``,0,``,XXXX,XXXX,CC,WRB
0,contrast,But,but,1,CC,``,XXXX,WRB,VBP
0,contrast,why,why,2,WRB,CC,``,VBP,PRP
0,contrast,do,do,3,VBP,WRB,CC,PRP,RB
0,contrast,you,you,4,PRP,VBP,WRB,RB,VBP
0,contrast,always,always,5,RB,PRP,VBP,VBP,IN
0,contrast,speak,speak,6,VBP,RB,PRP,IN,NNS
0,contrast,in,in,7,IN,VBP,RB,NNS,.
