isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,haveconcession,in,in,81,22,41,40,35,22,0
0,haveconcession,these,these,82,35,22,41,22,4,0
0,haveconcession,cells,cell,83,22,35,22,4,41,0
0,haveconcession,.,.,84,4,22,35,41,32,0
0,and,Specifically,specifically,0,40,4,22,32,9,0
0,and,",",",",1,32,41,4,9,12,0
0,and,B-Raf,b-raf,2,9,32,41,12,16,0
0,and,is,be,3,12,9,32,16,4,0
0,and,thought,thought,4,16,12,9,4,33,0
0,and,to,to,5,4,16,12,33,23,0
0,and,be,be,6,33,4,16,23,19,0
0,and,the,the,7,23,33,4,19,24,0
0,and,main,main,8,19,23,33,24,4,0
0,and,activator,activator,9,24,19,23,4,41,0
0,and,of,of,10,4,24,19,41,7,0
0,and,MEK,mek,11,40,4,24,7,38,0
0,and,under,under,12,7,41,4,38,36,0
0,and,normal,normal,13,38,7,41,36,24,0
0,and,conditions,condition,14,36,38,7,24,11,0
0,and,;,;,15,24,36,38,11,9,0
0,and,Raf-1,raf-1,16,11,24,36,9,29,0
0,and,activates,activates,17,9,11,24,29,16,0
0,and,MEK,mek,18,29,9,11,16,22,0
0,and,in,in,19,16,29,9,22,24,0
0,and,response,response,20,22,16,29,24,24,0
0,and,to,to,21,24,22,16,24,5,0
0,and,stimulus,stimulus,22,24,24,22,5,41,0
0,and,[,[,23,5,24,24,41,40,0
0,and,<,<,24,40,5,24,40,40,0
0,and,xref,xref,25,7,40,40,9,12,0
0,and,ref-type=,ref-type=,26,9,7,40,12,16,0
0,and,'','',27,12,9,7,16,32,0
0,and,bibr,bibr,28,16,12,9,32,24,0
0,and,'','',29,32,16,12,24,5,0
0,and,rid=,rid=,30,24,32,16,5,40,0
0,and,'','',31,5,24,32,40,40,0
0,and,B38,b38,32,40,40,40,9,12,0
0,and,'','',33,9,41,40,12,6,0
0,and,>,>,34,12,9,41,6,19,0
0,and,38,38,35,6,12,9,19,35,0
0,and,<,<,36,19,6,12,35,24,0
0,and,/xref,/xref,37,35,19,6,24,24,0
0,and,>,>,38,24,35,19,24,12,0
0,and,],],39,24,24,35,12,4,0
0,and,.,.,40,12,24,24,4,41,0
0,cause,Thus,thus,0,4,12,24,41,22,0
0,cause,",",",",1,40,4,12,22,32,0
0,cause,it,it,2,22,41,4,32,29,0
0,cause,appears,appear,3,32,22,41,29,22,0
0,cause,that,that,4,29,32,22,22,4,0
0,cause,basal,basal,5,22,29,32,4,11,0
0,cause,pMEK1/2,pmek1/2,6,4,22,29,11,22,0
0,cause,levels,level,7,11,4,22,22,32,0
0,cause,are,be,8,22,11,4,32,11,0
0,cause,not,not,9,32,22,11,11,23,0
0,cause,greatly,greatly,10,11,32,22,23,16,0
0,cause,affected,affected,11,23,11,32,16,5,0
0,cause,by,by,12,16,23,11,5,40,0
0,cause,Raf-1,raf-1,13,5,16,23,40,40,0
0,cause,overexpression,overexpression,14,16,40,40,8,5,0
0,cause,in,in,15,8,16,40,5,40,0
0,cause,BT.siMUC1,bt.simuc1,16,5,8,16,40,40,0
0,cause,cells,cell,17,9,40,40,12,16,0
0,cause,",",",",18,12,9,40,16,32,0
0,cause,likely,likely,19,16,12,9,32,34,0
0,cause,because,because,20,32,16,12,34,11,0
0,cause,MEK,mek,21,34,32,16,11,9,0
0,cause,is,be,22,11,34,32,9,16,0
0,cause,regulated,regulate,23,9,11,34,16,5,0
0,cause,primarily,primarily,24,16,9,11,5,40,0
0,cause,by,by,25,5,16,9,40,40,0
0,cause,B-Raf,b-raf,26,9,40,40,32,9,0
0,cause,under,under,27,32,9,40,9,24,0
0,cause,normal,normal,28,9,32,9,24,12,0
0,cause,growth,growth,29,24,9,32,12,16,0
0,cause,conditions,condition,30,12,24,9,16,4,0
0,cause,.,.,31,16,12,24,4,7,0
0,contrast,In,in,0,4,16,12,7,22,0
1,contrast,contrast,contrast,1,7,4,16,22,32,0
0,contrast,",",",",2,22,7,4,32,9,0
0,contrast,when,when,3,32,22,7,9,12,0
0,contrast,the,the,4,9,32,22,12,16,0
0,contrast,cells,cell,5,12,9,32,16,11,0
0,contrast,are,be,6,16,12,9,11,12,0
0,contrast,stimulated,stimulate,7,11,16,12,12,16,0
0,contrast,(,(,8,12,11,16,16,5,0
0,contrast,EGF,egf,9,16,12,11,5,40,0
0,contrast,),),10,5,16,12,40,40,0
0,contrast,",",",",11,40,40,40,38,35,0
0,contrast,increased,increase,12,38,41,40,35,22,0
0,contrast,Raf-1,raf-1,13,35,38,41,22,33,0
0,contrast,levels,level,14,22,35,38,33,24,0
0,contrast,in,in,15,33,22,35,24,5,0
0,contrast,BT.siMUC1,bt.simuc1,16,24,33,22,5,41,0
0,contrast,leads,lead,17,5,24,33,41,22,0
0,contrast,to,to,18,40,5,24,22,32,0
0,contrast,heightened,heighten,19,22,41,5,32,29,0
0,contrast,pMEK1/2,pmek1/2,20,32,22,41,29,9,0
0,contrast,(,(,21,29,32,22,9,16,0
0,contrast,Figure,figure,22,9,29,32,16,4,0
0,contrast,<,<,23,16,9,29,4,38,0
0,contrast,xref,xref,24,4,16,9,38,22,0
0,contrast,ref-type=,ref-type=,25,38,4,16,22,32,0
0,contrast,'','',26,22,38,4,32,32,0
0,contrast,fig,fig,27,32,22,38,32,24,0
0,contrast,'','',28,32,32,22,24,11,0
0,contrast,rid=,rid=,29,24,32,32,11,16,0
0,contrast,'','',30,11,24,32,16,11,0
0,contrast,F3,f3,31,16,11,24,11,9,0
0,contrast,'','',32,11,16,11,9,16,0
0,contrast,>,>,33,9,11,16,16,11,0
0,contrast,3b,3b,34,16,9,11,11,12,0
0,contrast,<,<,35,11,16,9,12,19,0
0,contrast,/xref,/xref,36,12,11,16,19,7,0
0,contrast,>,>,37,19,12,11,7,24,0
0,contrast,),),38,7,19,12,24,9,0
0,contrast,.,.,39,24,7,19,9,16,0
0,contrast,<,<,0,9,24,7,16,11,0
0,contrast,sec-title,sec-title,1,16,9,24,11,12,0
0,contrast,level=,level=,2,11,16,9,12,19,0
0,contrast,'','',3,12,11,16,19,5,0
0,contrast,2,2,4,19,12,11,5,40,0
0,contrast,'','',5,5,19,12,40,40,0
0,contrast,>,>,6,40,40,40,22,35,0
0,contrast,MUC1,muc1,7,22,41,40,35,33,0
0,contrast,siRNA,sirna,8,35,22,41,33,4,0
0,contrast,increases,increase,9,33,35,22,4,41,0
0,contrast,apoptosis,apoptosis,10,4,33,35,41,32,0
0,contrast,in,in,11,40,4,33,32,9,0
0,contrast,MDA-MB-468,mda-mb-468,12,32,41,4,9,16,0
0,contrast,but,but,13,9,32,41,16,4,0
0,contrast,not,not,14,16,9,32,4,11,0
0,contrast,BT-20,bt-20,15,4,16,9,11,9,0
0,contrast,<,<,16,11,4,16,9,12,0
0,contrast,/sec-title,/sec-title,17,9,11,4,12,16,0
0,contrast,>,>,18,12,9,11,16,5,0
0,examine,We,we,0,16,12,9,5,40,0
0,examine,next,next,1,5,16,12,40,40,0
1,examine,examined,examine,2,40,40,40,39,35,0
0,examine,whether,whether,3,39,41,40,35,22,0
0,examine,MUC1,muc1,4,35,39,41,22,33,0
0,examine,knockdown,knockdown,5,22,35,39,33,5,0
0,examine,and,and,6,33,22,35,5,41,0
0,examine,its,it,7,5,33,22,41,32,0
0,examine,associated,associate,8,40,5,33,32,9,0
0,examine,transcriptional,transcriptional,9,32,41,5,9,12,0
0,examine,alterations,alteration,10,9,32,41,12,16,0
0,examine,would,would,11,12,9,32,16,5,0
0,examine,affect,affect,12,16,12,9,5,40,0
0,examine,overall,overall,13,5,16,12,40,40,0
0,examine,cellular,cellular,14,40,40,40,24,11,0
0,examine,events,event,15,24,41,40,11,22,0
0,examine,.,.,16,11,24,41,22,15,0
0,analyze,As,as,0,22,11,24,15,31,0
0,analyze,several,several,1,15,22,11,31,4,0
0,analyze,of,of,2,31,15,22,4,41,0
0,analyze,the,the,3,4,31,15,41,32,0
0,analyze,genes,gene,4,40,4,31,32,9,0
0,analyze,shown,show,5,32,41,4,9,16,0
0,analyze,in,in,6,9,32,41,16,5,0
0,analyze,Figure,figure,7,16,9,32,5,40,0
0,analyze,<,<,8,5,16,9,40,40,0
0,analyze,xref,xref,9,40,40,40,31,38,0
0,analyze,ref-type=,ref-type=,10,31,41,40,38,5,0
0,analyze,'','',11,38,31,41,5,41,0
0,analyze,fig,fig,12,5,38,31,41,32,0
0,analyze,'','',13,40,5,38,32,9,0
0,analyze,rid=,rid=,14,32,41,5,9,12,0
0,analyze,'','',15,9,32,41,12,16,0
0,analyze,F2,f2,16,12,9,32,16,4,0
0,analyze,'','',17,16,12,9,4,38,0
0,analyze,>,>,18,4,16,12,38,24,0
0,analyze,2,2,19,38,4,16,24,32,0
0,analyze,<,<,20,24,38,4,32,34,0
0,analyze,/xref,/xref,21,32,24,38,34,11,0
0,analyze,>,>,22,34,32,24,11,22,0
0,analyze,are,be,23,11,34,32,22,5,0
0,analyze,important,important,24,22,11,34,5,40,0
0,analyze,in,in,25,5,22,11,40,40,0
0,analyze,regulating,regulate,26,40,40,40,31,11,0
0,analyze,proliferation,proliferation,27,31,41,40,11,22,0
0,analyze,and,and,28,11,31,41,22,35,0
0,analyze,survival,survival,29,22,11,31,35,34,0
0,analyze,",",",",30,35,22,11,34,4,0
0,analyze,and,and,31,34,35,22,4,41,0
0,analyze,because,because,32,4,34,35,41,9,0
0,analyze,of,of,33,40,4,34,9,16,0
0,analyze,the,the,34,9,41,4,16,32,0
0,analyze,recently,recently,35,16,9,41,32,4,0
0,analyze,described,described,36,32,16,9,4,33,0
0,analyze,role,role,37,4,32,16,33,23,0
0,analyze,of,of,38,33,4,32,23,16,0
0,analyze,MUC1,muc1,39,23,33,4,16,5,0
0,analyze,in,in,40,16,23,33,5,40,0
0,analyze,modulating,modulate,41,5,16,23,40,40,0
0,analyze,apoptosis,apoptosis,42,40,40,40,17,11,0
0,analyze,in,in,43,17,41,40,11,38,0
0,analyze,response,response,44,11,17,41,38,5,0
0,analyze,to,to,45,38,11,17,5,41,0
0,analyze,cellular,cellular,46,5,38,11,41,32,0
0,analyze,stresses,stress,47,40,5,38,32,9,0
0,analyze,[,[,48,32,41,5,9,12,0
0,analyze,<,<,49,9,32,41,12,16,0
0,analyze,xref,xref,50,12,9,32,16,4,0
0,analyze,ref-type=,ref-type=,51,16,12,9,4,38,0
0,analyze,'','',52,4,16,12,38,32,0
0,analyze,bibr,bibr,53,38,4,16,32,29,0
0,analyze,'','',54,32,38,4,29,31,0
0,analyze,rid=,rid=,55,29,32,38,31,22,0
0,analyze,'','',56,31,29,32,22,5,0
0,analyze,B20,b20,57,22,31,29,5,40,0
0,analyze,'','',58,5,22,31,40,40,0
0,analyze,>,>,59,40,40,40,17,11,0
0,analyze,20,20,60,17,41,40,11,16,0
0,analyze,<,<,61,11,17,41,16,5,0
0,analyze,/xref,/xref,62,16,11,17,5,41,0
0,analyze,>,>,63,5,16,11,41,40,0
0,analyze,",",",",64,40,5,16,40,40,0
0,analyze,<,<,65,9,40,40,16,32,0
0,analyze,xref,xref,66,16,9,40,32,23,0
0,analyze,ref-type=,ref-type=,67,32,16,9,23,16,0
0,analyze,'','',68,23,32,16,16,29,0
0,analyze,bibr,bibr,69,16,23,32,29,9,0
0,analyze,'','',70,29,16,23,9,16,0
0,analyze,rid=,rid=,71,9,29,16,16,4,0
0,analyze,'','',72,16,9,29,4,7,0
0,analyze,B21,b21,73,4,16,9,7,32,0
0,analyze,'','',74,7,4,16,32,22,0
0,analyze,>,>,75,32,7,4,22,27,0
0,analyze,21,21,76,22,32,7,27,11,0
0,analyze,<,<,77,27,22,32,11,9,0
0,analyze,/xref,/xref,78,11,27,22,9,12,0
0,analyze,>,>,79,9,11,27,12,16,0
0,analyze,",",",",80,12,9,11,16,5,0
0,analyze,<,<,81,16,12,9,5,40,0
0,analyze,xref,xref,82,5,16,12,40,40,0
0,analyze,ref-type=,ref-type=,83,7,40,40,9,12,0
0,analyze,'','',84,9,7,40,12,16,0
0,analyze,bibr,bibr,85,12,9,7,16,32,0
0,analyze,'','',86,16,12,9,32,24,0
0,analyze,rid=,rid=,87,32,16,12,24,4,0
0,analyze,'','',88,24,32,16,4,32,0
0,analyze,B24,b24,89,4,24,32,32,5,0
0,analyze,'','',90,32,4,24,5,40,0
0,analyze,>,>,91,5,32,4,40,40,0
0,analyze,24,24,92,40,40,40,9,12,0
0,analyze,<,<,93,9,41,40,12,6,0
0,analyze,/xref,/xref,94,12,9,41,6,19,0
0,analyze,>,>,95,6,12,9,19,35,0
0,analyze,],],96,19,6,12,35,24,0
0,analyze,",",",",97,35,19,6,24,24,0
0,analyze,we,we,98,24,35,19,24,4,0
0,analyze,first,first,99,24,24,35,4,24,0
1,analyze,analyzed,analyze,100,4,24,24,24,12,0
0,analyze,whether,whether,101,24,4,24,12,4,0
0,analyze,MUC1,muc1,102,12,24,4,4,41,0
0,analyze,siRNA,sirna,103,4,12,24,41,22,0
0,analyze,would,would,104,40,4,12,22,32,0
0,analyze,alter,alter,105,22,41,4,32,29,0
0,analyze,apoptosis,apoptosis,106,32,22,41,29,22,0
0,analyze,in,in,107,29,32,22,22,4,0
0,analyze,these,these,108,22,29,32,4,11,0
0,analyze,lines,line,109,4,22,29,11,22,0
0,analyze,.,.,110,11,4,22,22,32,0
0,haveconcession,Although,although,0,22,11,4,32,11,0
0,haveconcession,there,there,1,32,22,11,11,23,0
0,haveconcession,was,be,2,11,32,22,23,16,0
0,haveconcession,no,no,3,23,11,32,16,5,0
0,haveconcession,change,change,4,16,23,11,5,40,0
0,haveconcession,in,in,5,5,16,23,40,40,0
0,haveconcession,basal,basal,6,16,40,40,8,5,0
0,haveconcession,apoptosis,apoptosis,7,8,16,40,5,40,0
0,haveconcession,in,in,8,5,8,16,40,40,0
0,haveconcession,either,either,9,9,40,40,12,16,0
0,haveconcession,line,line,10,12,9,40,16,32,0
0,haveconcession,(,(,11,16,12,9,32,29,0
0,haveconcession,Figure,figure,12,32,16,12,29,9,0
0,haveconcession,<,<,13,29,32,16,9,16,0
0,haveconcession,xref,xref,14,9,29,32,16,5,0
0,haveconcession,ref-type=,ref-type=,15,16,9,29,5,40,0
0,haveconcession,'','',16,5,16,9,40,40,0
0,haveconcession,fig,fig,17,9,40,40,16,32,0
0,haveconcession,'','',18,16,9,40,32,24,0
0,haveconcession,rid=,rid=,19,32,16,9,24,12,0
0,haveconcession,'','',20,24,32,16,12,32,0
0,haveconcession,F4,f4,21,12,24,32,32,11,0
0,haveconcession,'','',22,32,12,24,11,22,0
0,haveconcession,>,>,23,11,32,12,22,32,0
0,haveconcession,4a,4a,24,22,11,32,32,24,0
0,haveconcession,<,<,25,32,22,11,24,24,0
0,haveconcession,/xref,/xref,26,24,32,22,24,31,0
0,haveconcession,>,>,27,24,24,32,31,23,0
0,haveconcession,),),28,31,24,24,23,16,0
0,haveconcession,",",",",29,23,31,24,16,11,0
0,haveconcession,we,we,30,16,23,31,11,9,0
0,haveconcession,observed,observe,31,11,16,23,9,12,0
0,haveconcession,that,that,32,9,11,16,12,16,0
0,haveconcession,the,the,33,12,9,11,16,21,0
0,haveconcession,cell,cell,34,16,12,9,21,16,0
0,haveconcession,lines,line,35,21,16,12,16,5,0
0,haveconcession,responded,respond,36,16,21,16,5,40,0
0,haveconcession,differently,differently,37,5,16,21,40,40,0
0,haveconcession,when,when,38,40,40,40,12,16,0
0,haveconcession,trypsinized,trypsinized,39,12,41,40,16,4,0
0,haveconcession,for,for,40,16,12,41,4,41,0
0,haveconcession,re-plating,re-plating,41,4,16,12,41,9,0
0,haveconcession,24,24,42,40,4,16,9,12,0
0,haveconcession,hours,hour,43,9,41,4,12,16,0
0,haveconcession,after,after,44,12,9,41,16,32,0
0,haveconcession,transfection,transfection,45,16,12,9,32,29,0
0,haveconcession,(,(,46,32,16,12,29,22,0
0,haveconcession,Figure,figure,47,29,32,16,22,5,0
0,haveconcession,<,<,48,22,29,32,5,40,0
0,haveconcession,xref,xref,49,5,22,29,40,40,0
0,haveconcession,ref-type=,ref-type=,50,40,40,40,23,16,0
0,haveconcession,'','',51,23,41,40,16,36,0
0,haveconcession,fig,fig,52,16,23,41,36,34,0
0,haveconcession,'','',53,36,16,23,34,27,0
0,haveconcession,rid=,rid=,54,34,36,16,27,5,0
0,haveconcession,'','',55,27,34,36,5,41,0
0,haveconcession,F4,f4,56,5,27,34,41,40,0
0,haveconcession,'','',57,40,5,27,40,40,0
0,haveconcession,>,>,58,40,40,40,8,7,0
0,haveconcession,4b,4b,59,8,41,40,7,8,0
0,haveconcession,<,<,60,7,8,41,8,35,0
0,haveconcession,/xref,/xref,61,8,7,8,35,8,0
0,haveconcession,>,>,62,35,8,7,8,5,0
0,haveconcession,),),63,8,35,8,5,40,0
0,haveconcession,.,.,64,5,8,35,40,40,0
0,contrast,Interestingly,interestingly,0,8,40,40,7,8,0
0,contrast,",",",",1,7,8,40,8,35,0
0,contrast,468.siMUC1,468.simuc1,2,8,7,8,35,16,0
0,contrast,cells,cell,3,35,8,7,16,5,0
0,contrast,show,show,4,16,35,8,5,40,1
0,contrast,greater,great,5,5,16,35,40,40,0
0,contrast,apoptosis,apoptosis,6,16,40,40,7,8,0
0,contrast,after,after,7,7,16,40,8,35,0
0,contrast,trypsinization,trypsinization,8,8,7,16,35,16,0
0,contrast,than,than,9,35,8,7,16,5,0
0,contrast,do,do,10,16,35,8,5,40,0
0,contrast,468.siLuc,468.siluc,11,5,16,35,40,40,0
0,contrast,(,(,12,12,40,40,16,5,0
0,contrast,49.8,49.8,13,16,12,40,5,40,0
0,contrast,%,%,14,5,16,12,40,40,0
0,contrast,versus,versus,15,17,40,40,7,8,0
0,contrast,34,34,16,7,17,40,8,35,0
0,contrast,%,%,17,8,7,17,35,12,0
0,contrast,",",",",18,35,8,7,12,6,0
0,contrast,respectively,respectively,19,12,35,8,6,8,0
0,contrast,),),20,6,12,35,8,5,0
0,contrast,",",",",21,8,6,12,5,40,0
0,contrast,while,while,22,5,8,6,40,40,0
0,contrast,BT-20,bt-20,23,8,40,40,6,8,0
0,contrast,cells,cell,24,6,8,40,8,7,0
0,contrast,from,from,25,8,6,8,7,8,0
0,contrast,both,both,26,7,8,6,8,35,0
0,contrast,siRNA,sirna,27,8,7,8,35,12,0
0,contrast,treatments,treatment,28,35,8,7,12,6,0
0,contrast,display,display,29,12,35,8,6,8,0
0,contrast,similar,similar,30,6,12,35,8,5,0
0,contrast,levels,level,31,8,6,12,5,40,0
0,contrast,of,of,32,5,8,6,40,40,0
0,contrast,apoptosis,apoptosis,33,22,40,40,35,24,0
0,contrast,(,(,34,35,22,40,24,16,0
0,contrast,around,around,35,24,35,22,16,29,0
0,contrast,22,22,36,16,24,35,29,31,0
0,contrast,%,%,37,29,16,24,31,22,0
0,contrast,),),38,31,29,16,22,24,0
0,contrast,.,.,39,22,31,29,24,5,0
0,and,To,to,0,24,22,31,5,40,0
0,and,examine,examine,1,5,24,22,40,40,1
0,and,whether,whether,2,17,40,40,6,8,0
0,and,this,this,3,6,17,40,8,7,0
0,and,phenomenon,phenomenon,4,8,6,17,7,8,0
0,and,is,be,5,7,8,6,8,35,0
0,and,specific,specific,6,8,7,8,35,16,0
0,and,to,to,7,35,8,7,16,6,0
0,and,trypsin,trypsin,8,16,35,8,6,16,0
0,and,treatment,treatment,9,6,16,35,16,5,0
0,and,or,or,10,16,6,16,5,40,0
0,and,part,part,11,5,16,6,40,40,0
0,and,of,of,12,16,40,40,5,40,0
0,and,a,a,13,5,16,40,40,40,0
0,and,general,general,14,24,40,40,9,36,0
0,and,stress,stress,15,9,24,40,36,8,0
0,and,response,response,16,36,9,24,8,6,0
0,and,involving,involve,17,8,36,9,6,34,0
0,and,MUC1,muc1,18,6,8,36,34,6,0
0,and,",",",",19,34,6,8,6,7,0
0,and,we,we,20,6,34,6,7,6,0
0,and,subjected,subject,21,7,6,34,6,8,0
0,and,cells,cell,22,6,7,6,8,6,0
0,and,to,to,23,8,6,7,6,8,0
0,and,a,a,24,6,8,6,8,4,0
0,and,panel,panel,25,8,6,8,4,8,0
0,and,of,of,26,4,8,6,8,6,0
0,and,stresses,stress,27,8,4,8,6,34,0
1,and,and,and,28,6,8,4,34,6,0
0,and,measured,measure,29,34,6,8,6,8,0
0,and,cell,cell,30,6,34,6,8,6,0
0,and,death,death,31,8,6,34,6,8,0
0,and,.,.,32,6,8,6,8,6,0
0,multisentence,In,in,0,8,6,8,6,16,0
0,multisentence,agreement,agreement,1,6,8,6,16,4,0
0,multisentence,with,with,2,16,6,8,4,8,0
0,multisentence,the,the,3,4,16,6,8,6,0
0,multisentence,patterns,pattern,4,8,4,16,6,34,0
0,multisentence,seen,see,5,6,8,4,34,6,0
0,multisentence,with,with,6,34,6,8,6,16,0
0,multisentence,trypsinization,trypsinization,7,6,34,6,16,6,0
0,multisentence,",",",",8,16,6,34,6,16,0
0,multisentence,BT.siLuc,bt.siluc,9,6,16,6,16,5,0
0,multisentence,and,and,10,16,6,16,5,41,0
0,multisentence,BT.siMUC1,bt.simuc1,11,5,16,6,41,40,0
0,multisentence,respond,respond,12,40,5,16,40,40,0
0,multisentence,similarly,similarly,13,40,40,40,8,8,0
0,multisentence,to,to,14,8,41,40,8,8,0
0,multisentence,all,all,15,8,8,41,8,38,0
0,multisentence,treatments,treatment,16,8,8,8,38,5,0
0,multisentence,(,(,17,38,8,8,5,41,0
0,multisentence,data,data,18,5,38,8,41,32,0
0,multisentence,not,not,19,40,5,38,32,9,0
0,multisentence,shown,show,20,32,41,5,9,12,0
0,multisentence,),),21,9,32,41,12,16,0
0,multisentence,",",",",22,12,9,32,16,5,0
0,multisentence,while,while,23,16,12,9,5,40,0
0,multisentence,468.siMUC1,468.simuc1,24,5,16,12,40,40,0
0,multisentence,die,die,25,40,40,40,16,5,0
0,multisentence,more,more,26,16,41,40,5,40,0
0,multisentence,readily,readily,27,5,16,41,40,40,0
0,multisentence,than,than,28,17,40,40,22,24,0
0,multisentence,468.siLuc,468.siluc,29,22,17,40,24,10,0
0,multisentence,in,in,30,24,22,17,10,5,0
0,multisentence,response,response,31,10,24,22,5,40,0
0,multisentence,to,to,32,5,10,24,40,40,0
0,multisentence,trypsin,trypsin,33,8,40,40,6,34,0
0,multisentence,",",",",34,6,8,40,34,6,0
0,multisentence,G418,g418,35,34,6,8,6,7,0
0,multisentence,",",",",36,6,34,6,7,6,0
0,multisentence,hydrogen,hydrogen,37,7,6,34,6,8,0
0,multisentence,peroxide,peroxide,38,6,7,6,8,8,0
0,multisentence,",",",",39,8,6,7,8,6,0
0,multisentence,or,or,40,8,8,6,6,6,0
0,multisentence,celecoxib,celecoxib,41,6,8,8,6,22,0
0,multisentence,",",",",42,6,6,8,22,15,0
0,multisentence,a,a,43,22,6,6,15,24,0
0,multisentence,chemotherapeutic,chemotherapeutic,44,15,22,6,24,31,0
0,multisentence,that,that,45,24,15,22,31,6,0
0,multisentence,targets,target,46,31,24,15,6,40,0
0,multisentence,the,the,47,6,31,24,40,40,0
0,multisentence,cyclooxygenase-2,cyclooxygenase-2,48,22,40,40,35,24,0
0,multisentence,(,(,49,35,22,40,24,12,0
0,multisentence,COX-2,cox-2,50,24,35,22,12,29,0
0,multisentence,),),51,12,24,35,29,31,0
0,multisentence,pathway,pathway,52,29,12,24,31,5,0
0,multisentence,(,(,53,31,29,12,5,40,0
0,multisentence,Figure,figure,54,5,31,29,40,40,0
0,multisentence,<,<,55,22,40,40,35,34,0
0,multisentence,xref,xref,56,35,22,40,34,11,0
0,multisentence,ref-type=,ref-type=,57,34,35,22,11,19,0
0,multisentence,'','',58,11,34,35,19,11,0
0,multisentence,fig,fig,59,19,11,34,11,16,0
0,multisentence,'','',60,11,19,11,16,5,0
0,multisentence,rid=,rid=,61,16,11,19,5,40,0
0,multisentence,'','',62,5,16,11,40,40,0
0,multisentence,F4,f4,63,22,40,40,35,24,0
0,multisentence,'','',64,35,22,40,24,31,0
0,multisentence,>,>,65,24,35,22,31,22,0
0,multisentence,4c,4c,66,31,24,35,22,11,0
0,multisentence,<,<,67,22,31,24,11,16,0
0,multisentence,/xref,/xref,68,11,22,31,16,5,0
0,multisentence,>,>,69,16,11,22,5,40,0
0,multisentence,),),70,5,16,11,40,40,0
0,multisentence,;,;,71,8,40,40,7,8,0
0,multisentence,these,these,72,7,8,40,8,19,0
0,multisentence,data,data,73,8,7,8,19,8,0
0,multisentence,were,be,74,19,8,7,8,6,0
0,multisentence,confirmed,confirm,75,8,19,8,6,41,0
0,multisentence,with,with,76,6,8,19,41,40,0
0,multisentence,two,two,77,40,6,8,40,40,0
0,multisentence,independent,independent,78,40,40,40,8,6,0
0,multisentence,siRNA,sirna,79,8,41,40,6,34,0
0,multisentence,constructs,construct,80,6,8,41,34,6,0
0,multisentence,(,(,81,34,6,8,6,7,0
0,multisentence,data,data,82,6,34,6,7,6,0
0,multisentence,not,not,83,7,6,34,6,8,0
0,multisentence,shown,show,84,6,7,6,8,8,0
0,multisentence,),),85,8,6,7,8,38,0
0,multisentence,.,.,86,8,8,6,38,5,0
0,link,Like,like,0,38,8,8,5,41,0
0,link,the,the,1,5,38,8,41,32,0
0,link,MAPK,mapk,2,40,5,38,32,9,0
0,link,pathway,pathway,3,32,41,5,9,12,0
0,link,",",",",4,9,32,41,12,16,0
0,link,AKT,akt,5,12,9,32,16,4,0
0,link,signaling,signal,6,16,12,9,4,38,0
0,link,has,have,7,4,16,12,38,24,0
0,link,been,be,8,38,4,16,24,11,0
1,link,linked,link,9,24,38,4,11,23,0
0,link,to,to,10,11,24,38,23,16,0
0,link,MUC1,muc1,11,23,11,24,16,32,0
0,link,in,in,12,16,23,11,32,34,0
0,link,cancer,cancer,13,32,16,23,34,31,0
0,link,.,.,14,34,32,16,31,11,0
0,haveconcession,Although,although,0,31,34,32,11,9,0
0,haveconcession,transcription,transcription,1,11,31,34,9,16,0
0,haveconcession,of,of,2,9,11,31,16,24,0
0,haveconcession,<,<,3,16,9,11,24,22,0
0,haveconcession,i,i,4,24,16,9,22,32,0
0,haveconcession,>,>,5,22,24,16,32,34,0
0,haveconcession,AKT,akt,6,32,22,24,34,22,0
0,haveconcession,<,<,7,34,32,22,22,5,0
0,haveconcession,/i,/i,8,22,34,32,5,40,0
0,haveconcession,>,>,9,5,22,34,40,40,0
0,haveconcession,was,be,10,9,40,40,16,32,0
0,haveconcession,not,not,11,16,9,40,32,23,0
0,haveconcession,altered,alter,12,32,16,9,23,16,0
0,haveconcession,in,in,13,23,32,16,16,5,0
0,haveconcession,MUC1,muc1,14,16,23,32,5,40,0
0,haveconcession,siRNA-treated,sirna-treated,15,5,16,23,40,40,0
0,haveconcession,cells,cell,16,40,40,40,11,9,0
0,haveconcession,",",",",17,11,41,40,9,12,0
0,haveconcession,the,the,18,9,11,41,12,6,0
0,haveconcession,results,result,19,12,9,11,6,8,0
0,haveconcession,of,of,20,6,12,9,8,19,0
0,haveconcession,our,our,21,8,6,12,19,11,0
0,haveconcession,apoptosis,apoptosis,22,19,8,6,11,22,0
0,haveconcession,studies,study,23,11,19,8,22,35,0
0,haveconcession,prompted,prompt,24,22,11,19,35,34,0
0,haveconcession,us,u,25,35,22,11,34,9,0
0,haveconcession,to,to,26,34,35,22,9,16,0
0,haveconcession,investigate,investigate,27,9,34,35,16,4,0
0,haveconcession,levels,level,28,16,9,34,4,22,0
0,haveconcession,of,of,29,4,16,9,22,35,0
0,haveconcession,AKT,akt,30,22,4,16,35,34,0
0,haveconcession,further,far,31,35,22,4,34,34,0
0,haveconcession,.,.,32,34,35,22,34,24,0
0,change,As,as,0,34,34,35,24,8,0
0,change,expected,expect,1,24,34,34,8,19,1
0,change,",",",",2,8,24,34,19,5,0
