word,normalized_words,focus,index,POS,-1POS,-2POS,+1POS,+2POS
from,from,0,11,IN,NN,DT,NN,PRP
whence,whence,0,12,NN,IN,NN,PRP,VBD
he,he,0,13,PRP,NN,IN,VBD,","
came,come,0,14,VBD,PRP,NN,",",``
",",",",0,15,",",VBD,PRP,``,DT
``,``,0,16,``,",",VBD,DT,NN
the,the,0,17,DT,``,",",NN,VBD
snake,snake,0,18,NN,DT,``,VBD,RB
spoke,spoke,0,19,VBD,NN,DT,RB,.
again,again,0,20,RB,VBD,NN,.,N/A
.,.,0,21,.,RB,VBD,N/A,N/A
``,``,0,0,``,N/A,N/A,CC,PRP
But,but,0,1,CC,``,N/A,PRP,VBP
you,you,0,2,PRP,CC,``,VBP,JJ
are,be,0,3,VBP,PRP,CC,JJ,CC
innocent,innocent,0,4,JJ,VBP,PRP,CC,JJ
and,and,0,5,CC,JJ,VBP,JJ,","
true,true,0,6,JJ,CC,JJ,",",CC
",",",",0,7,",",JJ,CC,CC,PRP
and,and,0,8,CC,",",JJ,PRP,VBP
you,you,0,9,PRP,CC,",",VBP,IN
come,come,0,10,VBP,PRP,CC,IN,DT
from,from,0,11,IN,VBP,PRP,DT,NN
a,a,0,12,DT,IN,VBP,NN,:
star,star,0,13,NN,DT,IN,:,``
...,...,0,14,:,NN,DT,``,N/A
``,``,0,15,``,:,NN,N/A,N/A
The,the,0,0,DT,N/A,N/A,JJ,NN
little,little,0,1,JJ,DT,N/A,NN,VBD
prince,prince,0,2,NN,JJ,DT,VBD,DT
made,make,0,3,VBD,NN,JJ,DT,NN
no,no,0,4,DT,VBD,NN,NN,.
reply,reply,1,5,NN,DT,VBD,.,N/A
.,.,0,6,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
You,you,0,1,PRP,``,N/A,VBP,PRP
move,move,0,2,VBP,PRP,``,PRP,TO
me,me,0,3,PRP,VBP,PRP,TO,VB
to,to,0,4,TO,PRP,VBP,VB,:
pity,pity,0,5,VB,TO,PRP,:,:
-,-,0,6,:,VB,TO,:,PRP
-,-,0,7,:,:,VB,PRP,VBP
you,you,0,8,PRP,:,:,VBP,RB
are,be,0,9,VBP,PRP,:,RB,JJ
so,so,0,10,RB,VBP,PRP,JJ,IN
weak,weak,0,11,JJ,RB,VBP,IN,DT
on,on,0,12,IN,JJ,RB,DT,NNP
this,this,0,13,DT,IN,JJ,NNP,VBD
Earth,earth,0,14,NNP,DT,IN,VBD,IN
made,make,0,15,VBD,NNP,DT,IN,NN
of,of,0,16,IN,VBD,NNP,NN,","
granite,granite,0,17,NN,IN,VBD,",",``
",",",",0,18,",",NN,IN,``,DT
``,``,0,19,``,",",NN,DT,NN
the,the,0,20,DT,``,",",NN,VBD
snake,snake,0,21,NN,DT,``,VBD,.
said,say,1,22,VBD,NN,DT,.,N/A
.,.,0,23,.,VBD,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,MD
I,i,0,1,PRP,``,N/A,MD,VB
can,can,0,2,MD,PRP,``,VB,PRP
help,help,0,3,VB,MD,PRP,PRP,","
you,you,0,4,PRP,VB,MD,",",DT
",",",",0,5,",",PRP,VB,DT,NN
some,some,0,6,DT,",",PRP,NN,","
day,day,0,7,NN,DT,",",",",IN
",",",",0,8,",",NN,DT,IN,PRP
if,if,0,9,IN,",",NN,PRP,VBP
you,you,0,10,PRP,IN,",",VBP,RB
grow,grow,0,11,VBP,PRP,IN,RB,JJ
too,too,0,12,RB,VBP,PRP,JJ,IN
homesick,homesick,0,13,JJ,RB,VBP,IN,PRP$
for,for,0,14,IN,JJ,RB,PRP$,JJ
your,your,0,15,PRP$,IN,JJ,JJ,NN
own,own,0,16,JJ,PRP$,IN,NN,.
planet,planet,0,17,NN,JJ,PRP$,.,N/A
.,.,0,18,.,NN,JJ,N/A,N/A
I,i,0,0,PRP,N/A,N/A,MD,:
can,can,0,1,MD,PRP,N/A,:,:
-,-,0,2,:,MD,PRP,:,``
-,-,0,3,:,:,MD,``,N/A
``,``,0,4,``,:,:,N/A,N/A
``,``,0,0,``,N/A,N/A,UH,.
Oh,oh,1,1,UH,``,N/A,.,N/A
!,!,0,2,.,UH,``,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBP,PRP
understand,understand,0,1,VBP,PRP,N/A,PRP,RB
you,you,0,2,PRP,VBP,PRP,RB,RB
very,very,0,3,RB,PRP,VBP,RB,","
well,well,0,4,RB,RB,PRP,",",``
",",",",0,5,",",RB,RB,``,VBD
``,``,0,6,``,",",RB,VBD,DT
said,say,1,7,VBD,``,",",DT,JJ
the,the,0,8,DT,VBD,``,JJ,NN
little,little,0,9,JJ,DT,VBD,NN,.
prince,prince,0,10,NN,JJ,DT,.,N/A
.,.,0,11,.,NN,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,CC,WRB
But,but,0,1,CC,``,N/A,WRB,VBP
why,why,0,2,WRB,CC,``,VBP,PRP
do,do,0,3,VBP,WRB,CC,PRP,RB
you,you,0,4,PRP,VBP,WRB,RB,VBP
always,always,0,5,RB,PRP,VBP,VBP,IN
speak,speak,0,6,VBP,RB,PRP,IN,NNS
in,in,0,7,IN,VBP,RB,NNS,.
riddles,riddle,0,8,NNS,IN,VBP,.,``
?,?,0,9,.,NNS,IN,``,N/A
``,``,0,10,``,.,NNS,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
I,i,0,1,PRP,``,N/A,VBP,PRP
solve,solve,0,2,VBP,PRP,``,PRP,DT
them,them,0,3,PRP,VBP,PRP,DT,","
all,all,0,4,DT,PRP,VBP,",",``
",",",",0,5,",",DT,PRP,``,VBD
``,``,0,6,``,",",DT,VBD,DT
said,say,1,7,VBD,``,",",DT,NN
the,the,0,8,DT,VBD,``,NN,.
snake,snake,0,9,NN,DT,VBD,.,N/A
.,.,0,10,.,NN,DT,N/A,N/A
And,and,1,0,CC,N/A,N/A,PRP,VBD
they,they,0,1,PRP,CC,N/A,VBD,DT
were,be,0,2,VBD,PRP,CC,DT,JJ
both,both,0,3,DT,VBD,PRP,JJ,.
silent,silent,0,4,JJ,DT,VBD,.,N/A
.,.,0,5,.,JJ,DT,N/A,N/A
Chapter,chapter,1,0,NN,N/A,N/A,CD,.
18,18,0,1,CD,NN,N/A,.,N/A
.,.,0,2,.,CD,NN,N/A,N/A
The,the,0,0,DT,N/A,N/A,JJ,NN
little,little,0,1,JJ,DT,N/A,NN,VBD
prince,prince,0,2,NN,JJ,DT,VBD,DT
crossed,cross,0,3,VBD,NN,JJ,DT,NN
the,the,0,4,DT,VBD,NN,NN,CC
desert,desert,0,5,NN,DT,VBD,CC,VBD
and,and,1,6,CC,NN,DT,VBD,IN
met,met,0,7,VBD,CC,NN,IN,RB
with,with,0,8,IN,VBD,CC,RB,CD
only,only,0,9,RB,IN,VBD,CD,NN
one,one,0,10,CD,RB,IN,NN,.
flower,flower,0,11,NN,CD,RB,.,N/A
.,.,0,12,.,NN,CD,N/A,N/A
It,it,0,0,PRP,N/A,N/A,VBD,DT
was,be,0,1,VBD,PRP,N/A,DT,NN
a,a,0,2,DT,VBD,PRP,NN,IN
flower,flower,1,3,NN,DT,VBD,IN,CD
with,with,0,4,IN,NN,DT,CD,NNS
three,three,0,5,CD,IN,NN,NNS,","
petals,petal,0,6,NNS,CD,IN,",",DT
",",",",0,7,",",NNS,CD,DT,NN
a,a,0,8,DT,",",NNS,NN,IN
flower,flower,0,9,NN,DT,",",IN,DT
of,of,0,10,IN,NN,DT,DT,NN
no,no,0,11,DT,IN,NN,NN,IN
account,account,0,12,NN,DT,IN,IN,DT
at,at,0,13,IN,NN,DT,DT,.
all,all,0,14,DT,IN,NN,.,N/A
.,.,0,15,.,DT,IN,N/A,N/A
``,``,0,0,``,N/A,N/A,JJ,NN
Good,good,0,1,JJ,``,N/A,NN,","
morning,morning,0,2,NN,JJ,``,",",``
",",",",0,3,",",NN,JJ,``,VBD
``,``,0,4,``,",",NN,VBD,DT
said,say,1,5,VBD,``,",",DT,JJ
the,the,0,6,DT,VBD,``,JJ,NN
little,little,0,7,JJ,DT,VBD,NN,.
prince,prince,0,8,NN,JJ,DT,.,N/A
.,.,0,9,.,NN,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,JJ,NN
Good,good,0,1,JJ,``,N/A,NN,","
morning,morning,0,2,NN,JJ,``,",",``
",",",",0,3,",",NN,JJ,``,VBD
``,``,0,4,``,",",NN,VBD,DT
said,say,1,5,VBD,``,",",DT,NN
the,the,0,6,DT,VBD,``,NN,.
flower,flower,0,7,NN,DT,VBD,.,N/A
.,.,0,8,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,WRB,VBP
Where,where,0,1,WRB,``,N/A,VBP,DT
are,be,0,2,VBP,WRB,``,DT,NNS
the,the,0,3,DT,VBP,WRB,NNS,.
men,men,0,4,NNS,DT,VBP,.,``
?,?,0,5,.,NNS,DT,``,DT
``,``,0,6,``,.,NNS,DT,JJ
the,the,0,7,DT,``,.,JJ,NN
little,little,0,8,JJ,DT,``,NN,VBD
prince,prince,0,9,NN,JJ,DT,VBD,","
asked,ask,1,10,VBD,NN,JJ,",",RB
",",",",0,11,",",VBD,NN,RB,.
politely,politely,0,12,RB,",",VBD,.,N/A
.,.,0,13,.,RB,",",N/A,N/A
The,the,0,0,DT,N/A,N/A,NN,VBD
flower,flower,0,1,NN,DT,N/A,VBD,RB
had,have,0,2,VBD,NN,DT,RB,VBN
once,once,0,3,RB,VBD,NN,VBN,DT
seen,see,1,4,VBN,RB,VBD,DT,NN
a,a,0,5,DT,VBN,RB,NN,NN
caravan,caravan,0,6,NN,DT,VBN,NN,.
passing,passing,0,7,NN,NN,DT,.,N/A
.,.,0,8,.,NN,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,NN,.
Men,men,0,1,NN,``,N/A,.,``
?,?,0,2,.,NN,``,``,PRP
``,``,0,3,``,.,NN,PRP,VBD
she,she,0,4,PRP,``,.,VBD,.
echoed,echoed,0,5,VBD,PRP,``,.,N/A
.,.,0,6,.,VBD,PRP,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
I,i,0,1,PRP,``,N/A,VBP,EX
think,think,1,2,VBP,PRP,``,EX,VBP
there,there,0,3,EX,VBP,PRP,VBP,CD
are,be,0,4,VBP,EX,VBP,CD,CC
six,six,0,5,CD,VBP,EX,CC,CD
or,or,0,6,CC,CD,VBP,CD,IN
seven,seven,0,7,CD,CC,CD,IN,PRP
of,of,0,8,IN,CD,CC,PRP,IN
them,them,0,9,PRP,IN,CD,IN,NN
in,in,0,10,IN,PRP,IN,NN,.
existence,existence,0,11,NN,IN,PRP,.,N/A
.,.,0,12,.,NN,IN,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,PRP
saw,saw,0,1,VBD,PRP,N/A,PRP,","
them,them,0,2,PRP,VBD,PRP,",",JJ
",",",",0,3,",",PRP,VBD,JJ,NNS
several,several,0,4,JJ,",",PRP,NNS,RB
years,year,0,5,NNS,JJ,",",RB,.
ago,ago,0,6,RB,NNS,JJ,.,N/A
.,.,0,7,.,RB,NNS,N/A,N/A
But,but,0,0,CC,N/A,N/A,CD,RB
one,one,0,1,CD,CC,N/A,RB,VBZ
never,never,0,2,RB,CD,CC,VBZ,WRB
knows,know,0,3,VBZ,RB,CD,WRB,TO
where,where,0,4,WRB,VBZ,RB,TO,VB
to,to,0,5,TO,WRB,VBZ,VB,PRP
find,find,0,6,VB,TO,WRB,PRP,.
them,them,0,7,PRP,VB,TO,.,N/A
.,.,0,8,.,PRP,VB,N/A,N/A
The,the,0,0,DT,N/A,N/A,NN,VBZ
wind,wind,0,1,NN,DT,N/A,VBZ,PRP
blows,blow,1,2,VBZ,NN,DT,PRP,RB
them,them,0,3,PRP,VBZ,NN,RB,.
away,away,0,4,RB,PRP,VBZ,.,N/A
.,.,0,5,.,RB,PRP,N/A,N/A
They,they,0,0,PRP,N/A,N/A,VBP,DT
have,have,0,1,VBP,PRP,N/A,DT,NNS
no,no,0,2,DT,VBP,PRP,NNS,","
roots,root,0,3,NNS,DT,VBP,",",CC
",",",",0,4,",",NNS,DT,CC,IN
and,and,1,5,CC,",",NNS,IN,VBZ
that,that,0,6,IN,CC,",",VBZ,PRP$
makes,make,0,7,VBZ,IN,CC,PRP$,NN
their,their,0,8,PRP$,VBZ,IN,NN,RB
life,life,0,9,NN,PRP$,VBZ,RB,JJ
very,very,0,10,RB,NN,PRP$,JJ,.
difficult,difficult,0,11,JJ,RB,NN,.,``
.,.,0,12,.,JJ,RB,``,N/A
``,``,0,13,``,.,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,NNP,","
Goodbye,goodbye,0,1,NNP,``,N/A,",",``
",",",",0,2,",",NNP,``,``,VBD
``,``,0,3,``,",",NNP,VBD,DT
said,say,1,4,VBD,``,",",DT,JJ
the,the,0,5,DT,VBD,``,JJ,NN
little,little,0,6,JJ,DT,VBD,NN,.
prince,prince,0,7,NN,JJ,DT,.,N/A
.,.,0,8,.,NN,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,NNP,","
Goodbye,goodbye,0,1,NNP,``,N/A,",",``
",",",",0,2,",",NNP,``,``,VBD
``,``,0,3,``,",",NNP,VBD,DT
said,say,1,4,VBD,``,",",DT,NN
the,the,0,5,DT,VBD,``,NN,.
flower,flower,0,6,NN,DT,VBD,.,N/A
.,.,0,7,.,NN,DT,N/A,N/A
Chapter,chapter,1,0,NN,N/A,N/A,CD,.
19,19,0,1,CD,NN,N/A,.,N/A
.,.,0,2,.,CD,NN,N/A,N/A
After,after,0,0,IN,N/A,N/A,DT,","
that,that,0,1,DT,IN,N/A,",",DT
",",",",0,2,",",DT,IN,DT,JJ
the,the,0,3,DT,",",DT,JJ,NN
little,little,0,4,JJ,DT,",",NN,VBD
prince,prince,0,5,NN,JJ,DT,VBD,DT
climbed,climbed,0,6,VBD,NN,JJ,DT,JJ
a,a,0,7,DT,VBD,NN,JJ,NN
high,high,0,8,JJ,DT,VBD,NN,.
mountain,mountain,0,9,NN,JJ,DT,.,N/A
.,.,0,10,.,NN,JJ,N/A,N/A
The,the,0,0,DT,N/A,N/A,JJ,VBZ
only,only,0,1,JJ,DT,N/A,VBZ,PRP
mountains,mountain,0,2,VBZ,JJ,DT,PRP,VBD
he,he,0,3,PRP,VBZ,JJ,VBD,RB
had,have,0,4,VBD,PRP,VBZ,RB,VBN
ever,ever,0,5,RB,VBD,PRP,VBN,VBD
known,know,0,6,VBN,RB,VBD,VBD,DT
were,be,0,7,VBD,VBN,RB,DT,CD
the,the,0,8,DT,VBD,VBN,CD,NNS
three,three,0,9,CD,DT,VBD,NNS,","
volcanoes,volcano,1,10,NNS,CD,DT,",",WDT
",",",",0,11,",",NNS,CD,WDT,VBD
which,which,0,12,WDT,",",NNS,VBD,RP
came,come,0,13,VBD,WDT,",",RP,TO
up,up,0,14,RP,VBD,WDT,TO,PRP$
to,to,0,15,TO,RP,VBD,PRP$,NNS
his,his,0,16,PRP$,TO,RP,NNS,.
knees,knee,0,17,NNS,PRP$,TO,.,N/A
.,.,0,18,.,NNS,PRP$,N/A,N/A
And,and,1,0,CC,N/A,N/A,PRP,VBD
he,he,0,1,PRP,CC,N/A,VBD,DT
used,use,0,2,VBD,PRP,CC,DT,JJ
the,the,0,3,DT,VBD,PRP,JJ,NN
extinct,extinct,0,4,JJ,DT,VBD,NN,IN
volcano,volcano,0,5,NN,JJ,DT,IN,DT
as,a,0,6,IN,NN,JJ,DT,NN
a,a,0,7,DT,IN,NN,NN,.
footstool,footstool,0,8,NN,DT,IN,.,N/A
.,.,0,9,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,IN,DT
From,from,0,1,IN,``,N/A,DT,NN
a,a,0,2,DT,IN,``,NN,RB
mountain,mountain,0,3,NN,DT,IN,RB,JJ
as,a,0,4,RB,NN,DT,JJ,IN
high,high,0,5,JJ,RB,NN,IN,DT
as,a,0,6,IN,JJ,RB,DT,CD
this,this,0,7,DT,IN,JJ,CD,","
one,one,0,8,CD,DT,IN,",",``
",",",",0,9,",",CD,DT,``,PRP
``,``,0,10,``,",",CD,PRP,VBD
he,he,0,11,PRP,``,",",VBD,TO
said,say,1,12,VBD,PRP,``,TO,PRP
to,to,0,13,TO,VBD,PRP,PRP,","
himself,himself,0,14,PRP,TO,VBD,",",``
",",",",0,15,",",PRP,TO,``,PRP
``,``,0,16,``,",",PRP,PRP,MD
I,i,0,17,PRP,``,",",MD,VB
shall,shall,0,18,MD,PRP,``,VB,JJ
be,be,0,19,VB,MD,PRP,JJ,TO
able,able,0,20,JJ,VB,MD,TO,VB
to,to,0,21,TO,JJ,VB,VB,DT
see,see,0,22,VB,TO,JJ,DT,JJ
the,the,0,23,DT,VB,TO,JJ,NN
whole,whole,0,24,JJ,DT,VB,NN,IN
planet,planet,0,25,NN,JJ,DT,IN,CD
at,at,0,26,IN,NN,JJ,CD,NN
one,one,0,27,CD,IN,NN,NN,","
glance,glance,0,28,NN,CD,IN,",",CC
",",",",0,29,",",NN,CD,CC,PDT
and,and,0,30,CC,",",NN,PDT,DT
all,all,0,31,PDT,CC,",",DT,NNS
the,the,0,32,DT,PDT,CC,NNS,:
people,people,0,33,NNS,DT,PDT,:,``
...,...,0,34,:,NNS,DT,``,N/A
``,``,0,35,``,:,NNS,N/A,N/A
But,but,0,0,CC,N/A,N/A,PRP,VBD
he,he,0,1,PRP,CC,N/A,VBD,NN
saw,saw,0,2,VBD,PRP,CC,NN,","
nothing,nothing,0,3,NN,VBD,PRP,",",VBP
",",",",0,4,",",NN,VBD,VBP,NNS
save,save,0,5,VBP,",",NN,NNS,IN
peaks,peak,0,6,NNS,VBP,",",IN,NN
of,of,0,7,IN,NNS,VBP,NN,WDT
rock,rock,0,8,NN,IN,NNS,WDT,VBD
that,that,0,9,WDT,NN,IN,VBD,VBN
were,be,0,10,VBD,WDT,NN,VBN,IN
sharpened,sharpen,0,11,VBN,VBD,WDT,IN,NNS
like,like,0,12,IN,VBN,VBD,NNS,.
needles,needle,0,13,NNS,IN,VBN,.,N/A
.,.,0,14,.,NNS,IN,N/A,N/A
``,``,0,0,``,N/A,N/A,JJ,NN
Good,good,0,1,JJ,``,N/A,NN,","
morning,morning,0,2,NN,JJ,``,",",``
",",",",0,3,",",NN,JJ,``,PRP
``,``,0,4,``,",",NN,PRP,VBD
he,he,0,5,PRP,``,",",VBD,RB
said,say,1,6,VBD,PRP,``,RB,.
courteously,courteously,0,7,RB,VBD,PRP,.,N/A
.,.,0,8,.,RB,VBD,N/A,N/A
``,``,0,0,``,N/A,N/A,JJ,NN
Good,good,0,1,JJ,``,N/A,NN,:
morning,morning,0,2,NN,JJ,``,:,:
-,-,0,3,:,NN,JJ,:,JJ
-,-,0,4,:,:,NN,JJ,NN
Good,good,0,5,JJ,:,:,NN,:
morning,morning,0,6,NN,JJ,:,:,:
-,-,0,7,:,NN,JJ,:,JJ
-,-,0,8,:,:,NN,JJ,NN
Good,good,0,9,JJ,:,:,NN,","
morning,morning,0,10,NN,JJ,:,",",``
",",",",0,11,",",NN,JJ,``,VBD
``,``,0,12,``,",",NN,VBD,DT
answered,answer,1,13,VBD,``,",",DT,NN
the,the,0,14,DT,VBD,``,NN,.
echo,echo,0,15,NN,DT,VBD,.,N/A
.,.,0,16,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,WP,VBP
Who,who,0,1,WP,``,N/A,VBP,PRP
are,be,0,2,VBP,WP,``,PRP,.
you,you,0,3,PRP,VBP,WP,.,``
?,?,0,4,.,PRP,VBP,``,VBD
``,``,0,5,``,.,PRP,VBD,DT
said,say,1,6,VBD,``,.,DT,JJ
the,the,0,7,DT,VBD,``,JJ,NN
little,little,0,8,JJ,DT,VBD,NN,.
prince,prince,0,9,NN,JJ,DT,.,N/A
.,.,0,10,.,NN,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,WP,VBP
Who,who,0,1,WP,``,N/A,VBP,PRP
are,be,0,2,VBP,WP,``,PRP,:
you,you,0,3,PRP,VBP,WP,:,:
-,-,0,4,:,PRP,VBP,:,WP
-,-,0,5,:,:,PRP,WP,VBP
Who,who,0,6,WP,:,:,VBP,PRP
are,be,0,7,VBP,WP,:,PRP,:
you,you,0,8,PRP,VBP,WP,:,:
-,-,0,9,:,PRP,VBP,:,WP
-,-,0,10,:,:,PRP,WP,VBP
Who,who,0,11,WP,:,:,VBP,PRP
are,be,0,12,VBP,WP,:,PRP,.
you,you,0,13,PRP,VBP,WP,.,``
?,?,0,14,.,PRP,VBP,``,VBD
``,``,0,15,``,.,PRP,VBD,DT
answered,answer,1,16,VBD,``,.,DT,NN
the,the,0,17,DT,VBD,``,NN,.
echo,echo,0,18,NN,DT,VBD,.,N/A
.,.,0,19,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,VB,PRP$
Be,be,0,1,VB,``,N/A,PRP$,NNS
my,my,0,2,PRP$,VB,``,NNS,.
friends,friend,0,3,NNS,PRP$,VB,.,N/A
.,.,0,4,.,NNS,PRP$,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBP,DT
am,be,0,1,VBP,PRP,N/A,DT,RB
all,all,0,2,DT,VBP,PRP,RB,","
alone,alone,0,3,RB,DT,VBP,",",``
",",",",0,4,",",RB,DT,``,PRP
``,``,0,5,``,",",RB,PRP,VBD
he,he,0,6,PRP,``,",",VBD,.
said,say,1,7,VBD,PRP,``,.,N/A
.,.,0,8,.,VBD,PRP,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
I,i,0,1,PRP,``,N/A,VBP,DT
am,be,0,2,VBP,PRP,``,DT,RB
all,all,0,3,DT,VBP,PRP,RB,:
alone,alone,0,4,RB,DT,VBP,:,:
-,-,0,5,:,RB,DT,:,DT
-,-,0,6,:,:,RB,DT,RB
all,all,0,7,DT,:,:,RB,:
alone,alone,0,8,RB,DT,:,:,:
-,-,0,9,:,RB,DT,:,DT
-,-,0,10,:,:,RB,DT,RB
all,all,0,11,DT,:,:,RB,","
alone,alone,0,12,RB,DT,:,",",``
",",",",0,13,",",RB,DT,``,VBD
``,``,0,14,``,",",RB,VBD,DT
answered,answer,1,15,VBD,``,",",DT,NN
the,the,0,16,DT,VBD,``,NN,.
echo,echo,0,17,NN,DT,VBD,.,N/A
.,.,0,18,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,WP,DT
What,what,0,1,WP,``,N/A,DT,NN
a,a,0,2,DT,WP,``,NN,NN
queer,queer,0,3,NN,DT,WP,NN,.
planet,planet,0,4,NN,NN,DT,.,``
!,!,0,5,.,NN,NN,``,PRP
``,``,0,6,``,.,NN,PRP,VBD
he,he,0,7,PRP,``,.,VBD,.
thought,thought,0,8,VBD,PRP,``,.,N/A
.,.,0,9,.,VBD,PRP,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBZ
It,it,0,1,PRP,``,N/A,VBZ,RB
is,be,0,2,VBZ,PRP,``,RB,JJ
altogether,altogether,0,3,RB,VBZ,PRP,JJ,","
dry,dry,0,4,JJ,RB,VBZ,",",CC
",",",",0,5,",",JJ,RB,CC,RB
and,and,1,6,CC,",",JJ,RB,VBD
altogether,altogether,0,7,RB,CC,",",VBD,","
pointed,point,0,8,VBD,RB,CC,",",CC
",",",",0,9,",",VBD,RB,CC,RB
and,and,0,10,CC,",",VBD,RB,JJ
altogether,altogether,0,11,RB,CC,",",JJ,CC
harsh,harsh,0,12,JJ,RB,CC,CC,NN
and,and,0,13,CC,JJ,RB,NN,.
forbidding,forbid,0,14,NN,CC,JJ,.,N/A
.,.,0,15,.,NN,CC,N/A,N/A
And,and,1,0,CC,N/A,N/A,DT,NNS
the,the,0,1,DT,CC,N/A,NNS,VBP
people,people,0,2,NNS,DT,CC,VBP,DT
have,have,0,3,VBP,NNS,DT,DT,NN
no,no,0,4,DT,VBP,NNS,NN,.
imagination,imagination,0,5,NN,DT,VBP,.,N/A
.,.,0,6,.,NN,DT,N/A,N/A
They,they,0,0,PRP,N/A,N/A,VBP,WDT
repeat,repeat,1,1,VBP,PRP,N/A,WDT,CD
whatever,whatever,0,2,WDT,VBP,PRP,CD,VBZ
one,one,0,3,CD,WDT,VBP,VBZ,TO
says,say,0,4,VBZ,CD,WDT,TO,PRP
to,to,0,5,TO,VBZ,CD,PRP,:
them,them,0,6,PRP,TO,VBZ,:,N/A
...,...,0,7,:,PRP,TO,N/A,N/A
On,on,0,0,IN,N/A,N/A,PRP$,NN
my,my,0,1,PRP$,IN,N/A,NN,PRP
planet,planet,0,2,NN,PRP$,IN,PRP,VBD
I,i,0,3,PRP,NN,PRP$,VBD,DT
had,have,1,4,VBD,PRP,NN,DT,NN
a,a,0,5,DT,VBD,PRP,NN,:
flower,flower,0,6,NN,DT,VBD,:,PRP
;,;,0,7,:,NN,DT,PRP,RB
she,she,0,8,PRP,:,NN,RB,VBD
always,always,0,9,RB,PRP,:,VBD,DT
was,be,0,10,VBD,RB,PRP,DT,JJ
the,the,0,11,DT,VBD,RB,JJ,TO
first,first,0,12,JJ,DT,VBD,TO,VB
to,to,0,13,TO,JJ,DT,VB,:
speak,speak,0,14,VB,TO,JJ,:,``
...,...,0,15,:,VB,TO,``,N/A
``,``,0,16,``,:,VB,N/A,N/A
Chapter,chapter,1,0,NN,N/A,N/A,CD,.
20,20,0,1,CD,NN,N/A,.,N/A
.,.,0,2,.,CD,NN,N/A,N/A
But,but,0,0,CC,N/A,N/A,PRP,VBD
it,it,0,1,PRP,CC,N/A,VBD,IN
happened,happen,0,2,VBD,PRP,CC,IN,IN
that,that,0,3,IN,VBD,PRP,IN,VBG
after,after,0,4,IN,IN,VBD,VBG,IN
walking,walk,0,5,VBG,IN,IN,IN,DT
for,for,0,6,IN,VBG,IN,DT,JJ
a,a,0,7,DT,IN,VBG,JJ,NN
long,long,0,8,JJ,DT,IN,NN,IN
time,time,0,9,NN,JJ,DT,IN,NN
through,through,0,10,IN,NN,JJ,NN,","
sand,sand,0,11,NN,IN,NN,",",CC
",",",",0,12,",",NN,IN,CC,NNS
and,and,0,13,CC,",",NN,NNS,","
rocks,rock,0,14,NNS,CC,",",",",CC
",",",",0,15,",",NNS,CC,CC,NN
and,and,0,16,CC,",",NNS,NN,","
snow,snow,0,17,NN,CC,",",",",DT
",",",",0,18,",",NN,CC,DT,JJ
the,the,0,19,DT,",",NN,JJ,NN
little,little,0,20,JJ,DT,",",NN,IN
prince,prince,0,21,NN,JJ,DT,IN,JJ
at,at,0,22,IN,NN,JJ,JJ,VBD
last,last,0,23,JJ,IN,NN,VBD,IN
came,come,0,24,VBD,JJ,IN,IN,DT
upon,upon,0,25,IN,VBD,JJ,DT,NN
a,a,0,26,DT,IN,VBD,NN,.
road,road,0,27,NN,DT,IN,.,N/A
.,.,0,28,.,NN,DT,N/A,N/A
And,and,1,0,CC,N/A,N/A,DT,NNS
all,all,0,1,DT,CC,N/A,NNS,VBP
roads,road,0,2,NNS,DT,CC,VBP,TO
lead,lead,0,3,VBP,NNS,DT,TO,DT
to,to,0,4,TO,VBP,NNS,DT,NNS
the,the,0,5,DT,TO,VBP,NNS,IN
abodes,abode,0,6,NNS,DT,TO,IN,NNS
of,of,0,7,IN,NNS,DT,NNS,.
men,men,0,8,NNS,IN,NNS,.,N/A
.,.,0,9,.,NNS,IN,N/A,N/A
``,``,0,0,``,N/A,N/A,JJ,NN
Good,good,0,1,JJ,``,N/A,NN,","
morning,morning,0,2,NN,JJ,``,",",``
",",",",0,3,",",NN,JJ,``,PRP
``,``,0,4,``,",",NN,PRP,VBD
he,he,0,5,PRP,``,",",VBD,.
said,say,1,6,VBD,PRP,``,.,N/A
.,.,0,7,.,VBD,PRP,N/A,N/A
